@relation 'C__Users_frans.DESKTOP-213GP7U_Desktop_p2-weka.filters.unsupervised.attribute.StringToWordVector-R1-W1000-prune-rate-1.0-C-T-I-N1-L-stemmerweka.core.stemmers.LovinsStemmer-stopwords-handlerweka.core.stopwords.WordsFromFile -stopwords /Users/xvenve/Gits/IAO-P2/Recursos/StopWordsEN.txt-M10-tokenizerweka.core.tokenizers.CharacterNGramTokenizer -max 3 -min 1-weka.filters.unsupervised.attribute.Remove-R2-15-weka.filters.unsupervised.attribute.Remove-V-R11,18,25,28,42,69,82,87,106,136,142,168,237,270,299,304,308,366,378,404,409,412,420,499,516,550,591,636,646,689,697-698,706,770,781,823,825,829,853,855,872,886,897,930,1042,1062,1081,1085,1119,1166,1172-1173,1175-1177,1179,1187,1201,1249,1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute ' b' numeric
@attribute ' d' numeric
@attribute ' f' numeric
@attribute ' g' numeric
@attribute ' n' numeric
@attribute ' w' numeric
@attribute '\'' numeric
@attribute '\'t' numeric
@attribute '. ' numeric
@attribute 'a g' numeric
@attribute abl numeric
@attribute asy numeric
@attribute 'd n' numeric
@attribute e numeric
@attribute ea numeric
@attribute eat numeric
@attribute ed numeric
@attribute fa numeric
@attribute fo numeric
@attribute gif numeric
@attribute gr numeric
@attribute h numeric
@attribute har numeric
@attribute joy numeric
@attribute l numeric
@attribute lov numeric
@attribute n numeric
@attribute nn numeric
@attribute o numeric
@attribute ood numeric
@attribute ot numeric
@attribute 'ot ' numeric
@attribute ov numeric
@attribute re numeric
@attribute ric numeric
@attribute 's y' numeric
@attribute 's!\r' numeric
@attribute 's.\r' numeric
@attribute siz numeric
@attribute sl numeric
@attribute 'sy ' numeric
@attribute 't w' numeric
@attribute tab numeric
@attribute u numeric
@attribute ' ok' numeric
@attribute bac numeric
@attribute etu numeric
@attribute gn numeric
@attribute nsw numeric
@attribute urn numeric
@attribute '\nb' numeric
@attribute '\ng' numeric
@attribute '\nn' numeric
@attribute '\nth' numeric
@attribute '\nw' numeric
@attribute '\r\ng' numeric
@attribute cen numeric
@attribute ttl numeric
@attribute nth numeric
@attribute @@class@@ {excellent,fair,good,poor,verygood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0.607421,0.97633,0.33794,0,0.835416,0.369943,0.795585,1.154787,0.378062,0,0,0,0,0.003389,0,0,0.498889,0,0,0,0,0.053956,0,0,0.082178,0,0.04573,0,0.009012,0,1.142375,0.804311,2.437432,0.274407,0,0,0,0,0,0,0,0.957371,0,0.17353,0,0,2.045585,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.978621,0,0.687029,0,0,0,0,0,0.768596,0,1.266491,0,0,0.004559,1.12308,2.067376,0,0,0.80609,0,3.097526,0,0,0,0.06463,0,0.058657,0,0.012298,0,0,0,0,0.817261,0,0,0,0,0,0,0,0,1.479548,0.136476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,0.384888,0.532889,0.709662,0.96494,0.475705,0,0,0.376133,0,0,0,0,0.003288,0,0,0.913314,0,0.495489,0,0,0.085082,0,0,0.092752,0,0.036055,0,0.008396,1.062058,0.713782,0,1.311808,0.316951,0,0,0,0,0,0,0,0,0,0.136818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster0
0.575402,0.924865,0.403954,0,1.462936,0.558005,1.507295,0,0.662041,0,0,0,2.273719,0.004051,0.416628,0,0,0,0,0,0,0.105188,0,0,0.098231,2.026756,0.048411,0,0.00805,0,0,0,1.988819,0.328011,0,0,0,0,0,0,0,1.144386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.499573,0.671957,0.252888,0.412988,0.561548,0.370488,0.36504,0.529854,0.447354,0,0.571677,0,0,0.002312,0.253471,0,0.228906,0,0.422426,0,0,0.068607,0,0,0.070861,0,0.034985,2.006018,0.005922,0,0.415386,0.58492,0,0.274812,0.987109,0,0,0,0,0,0,0,0.529257,0.123207,0,0,0.93858,0,0,1.7349,0,0,0,0,0,0,0,0,0,good,cluster3
0.630931,0,0.468026,0.536866,0.847488,0.375288,0.550918,0,0.495525,0,0,0,1.317179,0.002717,0.241355,0.704181,0.345465,0,0,0,1.055067,0.078309,0,0,0.022014,0,0.033185,0,0.007048,0,0.79106,0,0,0.336569,0,0,0,1.317179,0,0,0,0,0,0.092972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482873,poor,cluster3
0.543897,0.596751,0.260644,0.473873,0.644334,0.417996,0,0,0.551915,0,0.480479,0,0,0.003068,0.268821,0,0,0,0.484702,0,0,0.083229,0,0,0.087901,0,0.045479,2.301754,0.00765,0,0.440541,0.620342,0,0.267063,1.046887,0,0,0,0,0,0,0,0.561308,0.145354,0,0,0,0,0,1.458137,0,0,0,0,0,0,0,0,0,verygood,cluster3
0.658477,0,0,0,0,0,1.088299,1.57966,0.326291,0,0,0,0,0.003762,0.476779,1.391059,0,0,0,0,0,0.139702,0,0,0.086975,0,0.045821,0,0.007127,0,0,0,0,0.236831,0,0,0,0,0,0,0,0,0,0.145546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster0
0.661836,0,0,0,1.148614,0.962738,1.09385,0,0.327955,0,0,0,0,0.00189,0,0,1.087161,0,0,0,0,0.046805,0,0,0.112986,0,0.046055,0,0.010746,0,0.785326,1.105847,0,0,0,0,0,0,0,0,0,1.316289,0,0.146289,5.431904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.43318,0.728446,0.304109,0.397292,0.609972,0.315316,0,0,0.202195,0,0.587893,0,0,0.002041,0.40335,0.742491,0.288669,0,0.374179,0,0.556233,0.064742,0,0,0.056381,0,0.028753,0,0.005849,0.779429,0.585401,0.681789,0.889835,0.263561,0.785395,0,0,0,0,0,0,0.553957,0.421104,0.09803,0,0,0,0,0,0,0,0,0,1.726913,0,0,0,0,0,good,cluster3
0.720177,0,0.447763,0,0.624933,0.553471,0,0,0.178433,0,0,0,0,0.002936,0,0,0,0,0.296605,0,0,0.094233,0,0,0.047562,0,0.037333,0,0.008126,0,0.854553,0,0,0.20527,0,0,0,0,0,0,0,0.716161,0,0.1166,0,2.095991,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0.514442,0.933673,0.361158,0.370709,0.738435,0.39536,0,0,0.228109,0,0.595751,0,0,0.002786,0.420596,0.613569,0.301011,0,0.379181,0,0,0.087252,0,0,0.066357,0,0.037619,0,0.007636,0.812755,0.546232,0.485292,1.00388,0.29326,0.818976,0,0,0,0,0,0,0.577643,0.439109,0.11371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0.232014,0.591071,0.488648,0,0,0.356615,0.607772,0,0.288813,0,0,0,0,0.003078,0.266263,0,0,0,0.480088,0,0,0.08639,0,0,0.062778,0,0.028488,0,0.006611,0,0.872696,0,0,0.43936,0,0,3.446431,0,0,2.386375,0,0,0,0.102566,0,0,0,0,0,0,0,0,0,0,0,0,0,2.084254,0,excellent,cluster3
0.550931,0.499949,0.319896,0.500962,0,0.574221,0,0,0.488576,0,0,0,0,0.002777,0.356956,0,0.644724,0,0.256205,0,0.984508,0.096617,0,0,0.032558,0,0.038102,0,0.007615,0,0.369078,0,0,0.314061,0,0,0,0,0,0,0,0.98048,0,0.144096,0,0,1.321774,0,2.526759,1.221604,0,0,0,0,0,0,0,0,0,fair,cluster3
0.270646,0,0.27835,0.21795,0,0,0,0,0.311397,0,0.350259,0,0,0.002072,0,0,0.560991,0,0.353337,0,0,0.049476,0,0,0.061834,0,0.026944,1.058655,0.006108,1.200389,0.321145,0.452216,0.93546,0.154283,0,0,0,0,0,0,0,0,0,0.087638,0,0,0,0,0,0,0,4.198544,0,0,0,2.865952,0,0,0,good,cluster3
0.659697,0.877006,0.164971,0,0,0.286234,1.231129,1.416146,0.518117,0,0,0,0,0.002948,0,0,0.772006,0,0,0,0,0.068086,0,0,0.024597,0,0.040015,0,0.00639,0,0,0,1.28733,0.376063,0,0,0,0,0,0,0,0,0,0.155822,3.056806,0,1.582722,0,0,1.462775,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.295646,0,0,0,0,0,0,0,0,0,0,0.001518,0,0,0,0,0.34688,0,0,0.029782,0,0,0.027812,0,0.012621,0,0.005292,1.178454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0.902046,0,0,0,0,0,0,0,0,3.44469,0,0.004086,1.006548,0,0,0,0,0,0,0.124053,0,0,0.057924,0,0.041661,0,0.004747,0,0,0,0,0.315454,0,0,0,0,0,0,3.480035,0,0,0.193865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.206379,0.77023,0.501222,0.61163,0.567686,0.50277,0.856861,0.784706,0.256902,0,0,0,0,0.003048,0.236843,0,0.537313,1.548447,0.269434,0,0,0.090376,0,0,0.055842,1.152163,0.039212,0,0.008008,0,0.615181,0.866259,1.130597,0.352941,0,0,0,0,0,0,0,0.650557,0,0.117918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.495579,0,0.525836,0.38784,1.054707,0.560968,0,0,0.539792,0,0,0,0,0.002687,0,0,0.499139,0,0.581159,0,0,0.055548,0,0,0.063613,0,0.037222,0,0.007107,0,0.36056,0.507718,0,0.306812,0,0,0,0,2.70975,0,0,0.604336,0,0.098394,0,0,0,0,0,0,0,0,5.917858,0,0,0,0,0,0,good,cluster3
0.736071,0,0.599928,0,0,0.448296,0,0,0,0,0,0,0,0.002717,0,0,0,0,0.480482,0,0,0.065383,0,0,0,0,0.027708,0,0.00733,0,0,0,0,0.2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0.58234,0,1.439594,0.770762,0,0,0.651478,0,0,0,0,0.003658,0,0,0.586828,0,0.466396,0,0,0.063467,0,0,0.074789,0,0.047638,0,0.008603,0,0,0,0,0.20365,0,0,0,0,3.185803,0,0,0,0,0.078964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0.553743,0.890051,0.388748,0.706779,0,0.425563,0,0,0,1.837299,0,2.174803,0,0.004161,1.125596,2.339608,0,0,0,0,2.567665,0.078321,0,0,0.094533,1.950465,0.046589,0,0.008991,0,0,0,1.913956,0.631327,1.561426,0,0,0,0,0,2.197118,0,0,0.122396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.881593,1.122958,0,0,1.776277,0,0,0,0.346196,0,0.904158,2.743902,2.760719,0.004356,0.801776,0,1.147627,0,0,0,0,0,0,0,0.04614,0,0.041876,0,0.007562,0,0.829004,1.167352,0,0,0,0,0,0,0,0,2.772056,0,0,0.194863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.356572,0.573131,0.44339,0.993364,0.61883,0.446929,0,0,0.280047,1.183094,0.461461,0,0,0.00268,0,0,0.369549,0,0.587417,0,0,0.083768,0,0,0.06611,0,0.033874,0,0.008197,1.995626,0,0,0,0.128246,0,0,0,2.233221,0,0,0,0,0.539091,0.1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.203607,0.759886,0.42882,0.411896,1.307587,0.519804,0,0,0.371301,1.07074,0,0,2.550395,0.002908,0,0,0.530098,0,0.265816,0,0,0.081816,0,0,0.070799,0,0.047914,2.000711,0.008396,0,1.213839,1.078418,0,0.325842,0,0,0,0,0,0,0,0.64182,0,0.149501,0,0,1.371358,0,0,1.26743,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.515798,1.373803,0,0.564645,0,0,0,0,0,0,0,0.003074,0,0,0,0,0.605185,0,0,0.051959,0,0,0.048522,0,0.022019,0,0.010278,2.055991,0,0,0,0,0,0,0,2.903253,0,0,0,0,0,0.102462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0.666294,0.521713,0,0.497888,0,0,0.508814,2.149548,0.838423,0,0,0.004186,0.938172,2.169199,0,0,0.845791,0,3.004039,0.045816,0,0,0.110599,0,0.045081,0,0.009843,0,0,0,0,0.654139,1.82679,0,0,0,0,0,0,1.288477,0.979467,0.143198,0,0,0,0,0,0,0,0,0,0,0,0,0,3.671916,0,excellent,cluster2
0.333337,0.596479,0.411954,0.425459,0.578505,0.349735,0,0,0.35741,0,0.29447,0,0.899122,0.002381,0.164752,0,0.662026,2.038769,0.374845,0,0,0.064366,0,0,0.053872,0.801462,0.033783,0,0.006101,0.636729,0.269993,0.380188,0.786461,0.28311,0,0,0,0,0,0,0,0.452537,0,0.120814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694838,fair,cluster3
0.654145,0,0.259272,0.47138,0,0.283826,0,0,0.549012,0,0.477951,2.900932,0,0.003011,0.84766,0,0.382755,0,0.304204,0,0,0.026118,0,0,0.048781,0,0.04524,1.444605,0.005611,1.033469,0,0,0,0.30842,0,0,0,0,0,0,2.930698,0,0.558355,0.154511,0,0,2.487445,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.669983,0,0.288396,0.524329,1.044437,0.559194,0,0,0.407121,0,0.842627,0,1.623282,0.002961,0.297444,0,0.674796,0,0.338374,0,0,0.100502,0,0,0.08139,0,0.04259,0,0.008465,1.149556,0,0,0,0.147749,0,0,0,0,0,0,0,0,0,0.198187,0,0,1.74569,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.432864,0,0,0,0,0,0,0,0.339966,0,0,2.694525,0,0.003709,0.787348,0,0,0,0,0,0,0,0,0,0.04531,0,0.057722,0,0.003713,0,0,0,0,0.391099,0,0,0,0,0,0,2.722173,0,0,0.191356,0,0,2.915474,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0,1.15933,0,0,0,0,0,0,0,0,1.479472,0,0,0.0039,0,0,0,0,0.594113,0,0,0.051008,0,0,0.133727,0,0.043232,0,0.01009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.402312,1.501476,0,0.513497,1.106639,0.490047,0,0,0,2.115698,0,0,0,0.002668,0.461699,1.34706,0,0,0,0,2.018284,0.071473,4.001797,0,0.097781,0,0.044372,0,0.008921,0,0,0,0,0.363495,0,0,0,0,0,0,0,1.268187,0,0.088925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster2
0.343995,0.581403,0.267706,0.37647,0.597002,0.333404,0.363777,0,0.250033,0.730296,0.492708,0,0.869747,0.00155,0.344391,0,0.434256,0,0.345135,0.925913,0.616987,0.053661,0,0,0.048392,0,0.022494,0.430478,0.004366,0.715069,0.533766,0.582896,0.673751,0.209205,0.310321,0.9444,0,0,0,0,0,0.508215,0.467099,0.085715,0,0.640586,0,0,0,0,2.055367,0,0,0,0,0,0,0.98863,0,good,cluster3
0,1.165593,0.509097,0,0,0.816443,0,0,0.359339,0,0,0,0,0.004341,0.52507,0,1.191198,0,0.597323,0,0,0.102568,0,0,0.075907,0,0.021733,0,0.007849,0,0,0,0,0.413387,2.044812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.44536,0.808295,0.35304,0.568443,0.772922,0.558992,0,0,0,0,0.650805,0,0.99357,0.002428,0.182058,0,0.413026,0,0.414221,1.33471,0,0.087253,0,0,0.074052,0,0.034087,0,0.006923,0.703615,0.298355,0.420124,0,0.25388,0,0,0,0,0,0,0,0,0.602513,0.125707,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425117,0,verygood,cluster3
0,0,0.650902,0,0,0,0,0,0.45943,0,1.199893,0,0,0.005551,1.064023,3.104409,0,0,0,0,2.934644,0.065568,0,0,0.142176,3.265765,0.027786,0,0.007953,0,0,0,3.204637,0.861999,0,0,0,3.663703,0,0,0,0,1.401747,0.129299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,1.012651,0,0.548907,0.746358,0.330506,0.710773,1.031683,0.494808,0,0,0,0,0.002868,0.311387,0,0.445706,0,0,0,0,0.078617,0,0,0.085205,0,0.04907,0,0.009705,0,0.510297,0,0,0.30935,0,0,0,0,0,0,0,0,0,0.207477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.596004,0.777272,0.454941,0.452107,0.419624,0.405581,0,0,0.414482,0,0.808869,1.505106,0,0.002689,0.647838,0,0.250589,1.67679,0.462439,0,0,0.068397,0,0,0.063873,1.349849,0.029619,0,0.007011,0,0,0,1.224306,0.137833,0,0,0,1.514331,0,0,1.52055,0,0.944942,0.150369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.340889,0.547922,0.390308,0.770665,0.866695,0.571813,0,0,0,0,0.441164,0,2.134993,0.002921,0,0,0,1.018136,0.28079,0,0,0.083398,0,0,0.083308,0,0.041758,0,0.009224,0,0.641108,0.902768,0,0.284681,0,0,0,0,0,0,0,0.677975,0,0.13346,0,1.984231,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0.693747,0.794402,0.520458,0.499917,0,0.440969,0,0,0.501697,0,0.506886,1.538277,0,0.003429,0.796154,0,0,1.854109,0.32262,0,0,0.077761,0,0,0.072618,1.379599,0.032953,0,0.009004,0,0,0,1.353775,0.140871,0,0,0,1.547705,0,0,1.554061,0,0.592158,0.18896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
1.235907,0,0.592265,0.679379,0,0,1.394324,2.023853,0.662582,2.79916,1.091801,0,0,0.00526,0.968171,2.824749,0,0,0.694904,0,2.670277,0.119324,0,0,0.088307,2.97157,0.050566,0,0.007237,0,0,0,2.915948,0.480919,2.378861,0,0,0,0,0,0,0,1.275471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.912399,0.774799,0.599406,0,0,0.54271,0.796692,1.156393,0,0,0.623836,0,0,0.002886,0,0,0,0,0.794111,0,0,0.054031,0,0,0.082292,0,0.037343,0,0.009025,0,0,0,0,0,0,0,0,0,0,0,0,0.958702,0,0.201672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.559626,0,0.318824,0,0.88995,0.460047,0.423759,0,0.356676,0,0.995453,0,0,0.002707,0.294244,0,0.919266,0,0.211193,0,0,0.074115,0,0,0.060704,0,0.03375,0,0.006095,0,0,0,1.298271,0.27665,0.722978,0,0,0,0,0,0,0,1.162914,0.143025,2.104329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.523079,0.695385,0.39242,0,0,0.429583,1.133301,1.122873,0.231938,0,0.764375,0,0,0.002559,0.33891,0,0.306065,0.882028,0.385546,0,0,0.077283,0,0,0.081328,0,0.036905,0,0.007764,0,0.35042,0,0,0.318645,0.832726,0,0,0,0,1.209136,0,0,0,0.142474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0.692344,0,0.298021,0,1.079295,0.577857,0,0,0.333403,0,1.098763,0,0,0.003596,0.307371,0,1.137275,0,0,0,0,0.090063,0,0,0.065096,0,0.042262,0,0.006892,0,0,0,1.46727,0.305361,0,0,0,0,0,0,0,0,1.283603,0.177603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0,0,0,1.375103,0,0,0,0,0.670552,0,0,0,0,0.004616,0.979817,1.803657,0,0,0,0,2.702399,0.095699,0,0,0.130924,0,0.051174,0,0.011944,0,0,0,0,0.71301,0,0,0,3.373762,0,0,0,0,0,0.119067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.651012,0.404801,0,0.321448,0.692752,0.543361,0,0,0.511296,0,0.818767,0,0,0.00294,0,0,0,0,0,0,0,0.079249,0,0,0.079085,0,0.039739,1.561375,0.008641,0,0.473646,0.666958,0,0,0,0,0,0,0,0,0,0.79388,0,0.192575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.530267,1.186137,0.563293,0,0.519565,0.537163,0.494793,0.718189,0.416464,0,0.774878,0,0,0.003105,0.608542,1.002397,0.491767,0,0.572577,0,0,0.089936,0,0,0.079086,1.054498,0.038776,1.171033,0.008101,0,0,0,1.03476,0.357687,0,0,0,0,0,0,0,0,0.452617,0.149673,0,0,0,0,0,0,0,0,0,0,0,0,3.387472,0,0,good,cluster3
0,0,0.384295,0,0,0,0,0,0.542499,0,0,0,0,0.003277,0,0,0.567321,0,0,0,0,0.061357,0,0,0.072303,0,0.049215,0,0.004695,0,0.649537,0.914638,0,0.312048,0,0,0,0,0,2.241252,0,0,0,0.197333,0,0,2.326178,0,0,2.149889,0,0,0,0,0,0,0,0,0,poor,cluster1
0.572145,1.628887,0.760272,0,0,0.439706,0,0,0.449355,0,0.740446,0,0,0.0043,0.828539,1.208679,0.592967,0,0.746954,0,0,0.104592,0,0,0.097675,0,0.044323,0,0.010286,0,0,0,0,0.477807,0,0,0,0,0,0,0,0,0,0.185266,0,0,0,0,0,0,0,0,0,0,0,0,4.084574,0,0,verygood,cluster2
0,0,0,0,0,0,0,0,0,0,1.172792,0,0,0.004585,0,0,0,0,0,0,0,0.101576,0,0,0.119697,5.059204,0.043045,0,0.011388,0,0,0,4.588671,0,0,0,0,0,0,0,0,0,1.370086,0.200306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.4586,1.114083,0.197405,0,0.714912,0.316581,0,0,0.441685,0,0.363904,0,0,0.002323,0.322697,0,0.291423,0,0,0,0,0.059657,0,0,0.077437,0,0.031184,0,0.00622,0,0.333656,0.469833,0,0.261427,0,0,0,0,0,0,0,0,0,0.135658,0,0,0,4.254313,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.346988,0.461288,0.392516,0.366303,0.498069,0.301108,0.513171,0,0.307716,0,0.40183,0,0,0.001927,0.398208,0,0,0,0.417118,0,0,0.061781,0,0,0.061517,0,0.026558,0,0.005753,0.548198,0,0,0,0.243746,0,0,0,0,0,0,0,0,0.469428,0.116052,0,0,0,0,0,0,3.658708,0,0,0,0,0,0,0,0,good,cluster3
0.467829,0,0,0,1.189436,0.359537,0,0,0,0,0,0,2.930027,0.002917,0,0,0,0,0,0,0,0.066169,0,0,0.071739,0,0.036242,0,0.009892,0,0.879845,1.238942,0,0.336523,0,0,0,0,0,0,0,0,0,0.151488,0,2.723124,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.399231,0.508533,0.465526,0.40382,0.549081,0.356204,0.522902,0,0.364021,0,0,0,0,0.002464,0.458163,0,0,0,0.413048,0,0,0.077403,0,0,0.077319,0,0.033992,0,0.0074,0,0,0,0,0.294147,0,0,0,0,0,0,0,0,0,0.139863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0.663924,0,0.559826,0.534656,0,0.510239,0,0,0.425213,0,0.429611,1.303766,0,0.002991,0.380964,0,0.344043,0,0.634901,0,1.050724,0.106196,2.083345,0,0.078595,0,0.031536,0,0.007891,0,0,0,0,0.277226,0,0,0,0,0,0,1.317144,1.046425,0.501883,0.092589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.773787,0,0.397907,0,0.983661,0.594672,0,0,0.303861,0,0,0,0,0.003063,0.280136,0,0.400974,0,0.505102,0,0,0.090891,0,0,0.066049,0,0.040112,0,0.008731,0,0.459083,0.646452,0,0.139152,1.09095,0,0,0,0,0,0,0,0,0.193427,0,0,0,0,3.142944,0,0,0,0,0,0,0,0,2.19285,0,fair,cluster3
0.580458,0,0.502647,0.693301,0,0.235681,0.506846,0,0.392814,0,0,2.796592,0,0.002657,0.867515,1.504258,0,0,0.505205,0,1.421997,0.068748,0,0,0.064201,0,0.034009,0,0.00761,0,0.844923,0,0,0.40815,0.864732,0,0,1.920671,0,0,2.825287,0,0,0.171069,2.516926,0,0,0,0,0,0,0,0,3.013581,0,0,0,0,0,good,cluster2
0,0,0.507867,0,0,0,0,0,0.568163,0,0,0,0,0.00366,0.830205,0,1.18832,3.424539,0,0,0,0.05116,0,0,0.075723,0,0.07202,4.484993,0.006205,0,0,0,0,0,0,0,0,2.85861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0.572972,0,0.656038,0.922826,0,0,0,0,0.283921,0,0,3.566681,0,0.003702,1.244606,1.918481,0,0,0.471957,0,1.813569,0.081041,0,0,0.059976,0,0.039871,0,0.00983,0,1.077587,0,0,0.578533,0,0,0,2.264117,0,0,3.603278,0,0,0.206552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,0,0.545353,0.9915,0,0.596999,0,0,0.6101,0,0,3.050909,0,0.003619,1.306,1.641052,0,0,0,0,0,0.109872,0,0,0.051303,0,0.036899,0,0.008408,2.173798,0,0,0,0.64873,0,0,0,3.069607,0,0,3.082213,0,0,0.108333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.469182,0.608647,0.315544,0.414028,0.657178,0.415661,0.692926,0.389088,0.341402,0,0.332684,0,0.6409,0.002008,0.303568,0.685267,0.622018,0.767781,0.3102,0,0.752064,0.065699,0,0,0.054942,0,0.027572,0,0.005247,0,0.577359,0.271,0,0.233336,0,0,0,0,0,0,0,0.905572,0.245211,0.116017,0,0,0.689229,0,0,0.636996,0,0,0,0,0,0,0,0,0,fair,cluster3
0,0.727324,0.281339,0.546599,0,0.347758,0.373937,0,0.224226,1.189822,0,0,0,0.00217,0.259649,0.477965,0.234485,0,0.372726,1.201005,0.716129,0.062512,0,0,0.065631,0.796932,0.031872,0,0.006426,0,0,0,0.782015,0.309822,0,0,0,1.417018,0,0,0,0.449979,0,0.073262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster2
0.337726,0.487602,0.304692,0.387199,0.35938,0.301223,0,0,0.325269,0,0,0,0,0.002317,0.149936,0,0.554764,0.618476,0.170568,0,0,0.071142,0,0,0.04543,0,0.032084,1.283812,0.006225,0.57947,0.816243,0,0,0.236089,0.583905,1.777002,0,0,0,0.847844,0,0,0,0.115513,0,0,0.87997,0,0,0.813282,0,0,0,0,0,0,1.478325,0,0,poor,cluster3
0,0.887682,0.264656,0.481167,0,0.289719,0,0,0,0,0,0,0,0.002718,0,0,0,0,0.31052,0,0,0.068915,0,0,0.082705,0,0.041807,0,0.008508,0,0,0,0,0.350487,0,0,0,1.489656,0,0,0,0,0,0.052573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0.371954,0,0.349927,0.474749,0.795601,0.352312,0.7137,0,0.258715,0.617065,0.481367,1.157683,0.734893,0.00204,0.447328,0.622706,0.541105,0.880383,0.430056,0,1.177306,0.057769,0,0,0.056314,0,0.029861,0,0.005495,0.520428,0.220678,0.310745,0,0.24752,0,0,1.742992,0,0,1.768049,1.169562,0.36988,0.445649,0.092979,0,1.082528,0,0,0,0,0,0,0,0,0,0,0,1.054087,0,excellent,cluster3
0.307749,0.724658,0.432103,0.24783,1.068196,0.568142,1.017266,1.170143,0.394199,0,0,0,0,0.002952,0.353177,0.650132,0.505523,0,0.506986,0,0.974086,0.087056,0,0,0.064427,0,0.045256,0,0.007534,0,0.578783,0.514211,0,0.350868,0,0,0,0,0,0,0,0.970101,0,0.148472,0,0,1.307782,0,0,1.208672,0,0,0,0,0,0,0,0,0,fair,cluster3
