@relation 'C__Users_frans.DESKTOP-213GP7U_Desktop_p2-weka.filters.unsupervised.attribute.StringToWordVector-R1-W1000-prune-rate-1.0-C-T-I-N1-L-stemmerweka.core.stemmers.LovinsStemmer-stopwords-handlerweka.core.stopwords.WordsFromFile -stopwords /Users/xvenve/Gits/IAO-P2/Recursos/StopWordsEN.txt-M10-tokenizerweka.core.tokenizers.CharacterNGramTokenizer -max 3 -min 1-weka.filters.unsupervised.attribute.Remove-R2-15-weka.filters.unsupervised.attribute.Remove-V-R11,18,25,28,42,69,82,87,106,136,142,168,237,270,299,304,308,366,378,404,409,412,420,499,516,550,591,636,646,689,697-698,706,770,781,823,825,829,853,855,872,886,897,930,1042,1062,1081,1085,1119,1166,1172-1173,1175-1177,1179,1187,1201,1249,1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute ' b' numeric
@attribute ' d' numeric
@attribute ' f' numeric
@attribute ' g' numeric
@attribute ' n' numeric
@attribute ' w' numeric
@attribute '\'' numeric
@attribute '\'t' numeric
@attribute '. ' numeric
@attribute 'a g' numeric
@attribute abl numeric
@attribute asy numeric
@attribute 'd n' numeric
@attribute e numeric
@attribute ea numeric
@attribute eat numeric
@attribute ed numeric
@attribute fa numeric
@attribute fo numeric
@attribute gif numeric
@attribute gr numeric
@attribute h numeric
@attribute har numeric
@attribute joy numeric
@attribute l numeric
@attribute lov numeric
@attribute n numeric
@attribute nn numeric
@attribute o numeric
@attribute ood numeric
@attribute ot numeric
@attribute 'ot ' numeric
@attribute ov numeric
@attribute re numeric
@attribute ric numeric
@attribute 's y' numeric
@attribute 's!\r' numeric
@attribute 's.\r' numeric
@attribute siz numeric
@attribute sl numeric
@attribute 'sy ' numeric
@attribute 't w' numeric
@attribute tab numeric
@attribute u numeric
@attribute ' ok' numeric
@attribute bac numeric
@attribute etu numeric
@attribute gn numeric
@attribute nsw numeric
@attribute urn numeric
@attribute '\nb' numeric
@attribute '\ng' numeric
@attribute '\nn' numeric
@attribute '\nth' numeric
@attribute '\nw' numeric
@attribute '\r\ng' numeric
@attribute cen numeric
@attribute ttl numeric
@attribute nth numeric
@attribute @@class@@ {excellent,fair,good,poor,verygood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0.511011,0,0.525557,0.411515,0,0.392722,0,0,0.253218,1.695515,0,0,0,0.003764,0.956447,1.711014,0.529608,0,0.420919,0,1.617447,0.108415,0,0,0.078361,1.799947,0.039587,0,0.007764,0,0,0,1.766256,0.551377,0,0,0,0,0,0,0,0,0,0.184215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.383919,0.617087,0.170052,0,0.976098,0.5901,0.634523,0.921006,0.441726,0,0,0,0,0.003428,0.440591,0,0.397891,0,0,0,0,0.106074,0,0,0.090896,0,0.051309,1.501733,0.008664,0,0.722035,1.016724,0,0.320616,0,0,0,0,0,0,0,0,0,0.160621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.342482,0.521395,0.172768,0.457336,0.668227,0.327279,0.794398,0.773922,0.347295,0,0.569983,0,0,0.00178,0.282423,0,0.334348,0,0.18139,0,0,0.057313,0,0,0.057155,0,0.025435,0,0.004905,0,0.522606,0,0.96046,0.219491,0.909677,1.746682,0,0,0,0,0,0.437971,0.48774,0.103118,0,1.281813,0,0,0,0,0,0,0,1.365337,0,0,0,2.210753,0,good,cluster3
0.517399,0.558182,0.294767,0.302562,0.897944,0.344824,0.391784,0,0.234928,0,0.486235,0,0.936709,0.002627,0,0,0.909112,0,0.309476,0,0,0.074758,1.487691,0,0.069814,0,0.036728,0,0.006295,0,0.562561,0,0,0.170517,0,0,0,0,0,0,0,0,0.568032,0.140429,0,0,1.596603,0,0,2.161722,0,0,0,0,0,0,0,0,0,poor,cluster3
0.397026,0.597175,0.185818,0.535453,0.794559,0.39736,0.896145,0.797551,0.424849,0,0.630308,0,0,0.002301,0.303755,0,0.344556,0,0.172777,0,0,0.072063,0,0,0.072699,0,0.032244,0,0.00627,0,0.577916,0,1.062111,0.260987,0.937451,1.800011,0,0,0,0,0,0.417174,0.502632,0.126426,0,1.220946,0,0,0,0,0,0,0,0,0,0,0,2.377737,0,verygood,cluster3
0,0,0,0,1.217244,0,0,0,0.695101,0,0.907698,2.754643,0,0.004199,1.015688,1.481694,0,0,0,0,2.220005,0.099203,0,0,0.092641,0,0.05901,0,0.01261,0,0.832249,1.171921,0,0.504523,1.977729,0,0,0,0,0,0,0,1.060396,0.097813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,0,0.317271,0,0,0.550484,1.18385,0,0,0,0.926993,0,0,0.002997,0.51864,0,0,0,0,0,0,0.117619,0,0,0.10984,0,0.049844,0,0.010021,0,0,0,0,0,0,0,0,0,0,4.648302,0,1.424591,1.082938,0.158325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.432704,0.857887,0.444758,0,1.132334,0.410184,0.37783,0,0.33984,0,0.295853,0,2.335116,0.002443,0.262352,0.765443,0.665137,1.082185,0.437227,0,0,0.075077,2.101802,0,0.071788,0,0.036705,0,0.006754,0,0.629851,0.886916,0,0.260637,0,0,0,0,0,0,0,0,0.345624,0.117973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.505203,0.729402,0.274411,0.828661,0,0.421662,0,0,0.306991,0,0.635385,0,0,0.002489,0.448578,0,0,0,0.255152,0,0,0.078534,0,0,0.085306,0,0.036269,0,0.007971,0,0.367562,0,0,0.31277,0,0,0,0,0,0,0,0.976452,0.742274,0.149443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0.39349,1.120258,0.578982,0,1.3658,0.443015,0,0,0.389967,0,0,0,2.464436,0.003372,0.284912,0.831262,0.81562,1.17524,0.513713,0,0,0.088211,1.558071,0,0.093162,0,0.04717,0,0.00888,0,0.46691,0.657473,0,0.328609,0,0,0,0,0,0,0,0,0,0.127416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.006146,0,0,0,0,0,0,0,0.120592,0,0,0.071053,3.789576,0.064486,0,0.011645,0,1.276617,1.797652,3.718643,0.898477,0,0,0,0,6.053316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.450448,0,0.560123,0,0.781752,0.436829,0,0,0.353776,0,0.923956,0,0,0.002808,0,0,0.739926,1.345359,0,0,0,0.073966,0,0,0.094301,0,0.044844,0,0.007313,0,0,0,0,0.25678,0,0,0,0,0,0,0,0.895872,0.681019,0.125637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.450686,0.601604,0.357812,0.587818,0.454032,0.466923,0,0,0.353963,0.592522,0.64881,0,0,0.002134,0.38791,0.754515,0.519583,0,0.466284,0,1.233727,0.073013,1.120743,0,0.057294,0,0.02989,0.698532,0.005883,0.792052,0.635703,0.47293,0,0.277593,0,0,0,0,0,0,0,0.710336,0.626897,0.119724,0,0,0.758877,0,0,0.701366,3.335223,0,0,0,0,0,0,0,0,good,cluster3
0.360666,0.554102,0.258309,0.450492,0.598283,0.374564,0.693425,0.335501,0.304389,0.735464,0.467856,0,0.552632,0.001778,0.202524,0.295444,0.374671,0.662038,0.230393,0,0.648486,0.053668,0,0,0.049483,0,0.026421,0,0.004984,0.782712,0.594915,0.70103,0,0.209747,0,0,0,0,0,1.145215,0,0.44085,0.490946,0.104491,0,0,0.594305,0,0,0.549265,0,0,0,0,0,0,0,0,0,poor,cluster3
0.4596,0.504263,0.461617,0.586618,0,0.579176,0,0,0.401855,0,0.643512,0,0,0.002967,0.454315,0.662758,0.51534,0,0.516832,0,1.454723,0.09894,1.242237,0,0.071676,0,0.037608,0,0.007885,0,0.590023,0,0,0.357682,0,0,0,0,0,0,0,0.623952,0.474313,0.151355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,0,0,0.888963,1.208739,0.535259,0,0,0.547006,0,0.901355,2.735396,0,0.003766,0.79929,0,0,0,0,0,0,0,0,0,0.091994,0,0.053956,0,0.010582,1.948993,0,0,0,0,1.96391,0,0,0,0,0,0,0,1.052987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0,0,0.712108,0.883752,0,0.779545,0,0,0,2.29735,0.896072,0,0,0.003503,0,0,0,0,0.903948,3.675437,0,0.077609,0,0,0.106176,0,0.032889,0,0.007494,0,0,0,0,0.249031,1.952399,0,0,0,0,0,0,0,1.046815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.804445,0,0.269455,0.867718,0,0,1.00543,0,0,2.018441,0.993443,0,0,0.002827,0,0,0.397786,0,0,0,0,0.070165,0,0,0.080352,0,0.04494,1.501338,0.008491,1.702339,0,0,0,0.138046,0,0,0,2.403862,0,0,0,0,0.919727,0.150267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster1
0.547249,0.688818,0.396565,0.308812,0.419898,0.469263,0.928487,0.58042,0.278377,0,0.879031,0,0,0.002521,0,0,0.703949,0.722625,0.46274,0,0,0.082256,0.958017,0,0.069059,0,0.035579,0,0.006425,0,0,0,0,0.32201,0,0,0,0.956059,0,0,0,0.481194,1.026907,0.148202,0,1.408313,1.028153,0,0,0.950235,0,0,0,0,0,0,0,0,0,poor,cluster3
0.756882,0,0,0.966058,0,0,1.250937,0,0,2.511306,0.979525,0,0,0.002728,0,0,0,0,0,0,0,0.053526,0,0,0.049986,0,0.045366,0,0.0115,2.118017,0,0,0,0,0,0,0,2.99084,0,0,0,0,1.144307,0.105553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0.857226,0.548503,0.997226,0,0.409868,0.881447,0,0.613623,0,0,0,0,0.003659,0.386158,0,0,0,0.696268,0,0,0.119558,0,0,0.055825,0,0.031966,0,0.010347,0,0.632832,0.891114,0,0,0,0,0,0,0,0,0,0,0,0.074376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster3
0.57089,0,0,0,0,0,0.94354,1.369542,0.448369,0,0.738822,0,0,0.002888,0,0,0,0,0,0,0,0.121119,0,0,0.075406,0,0.048031,0,0.009794,0,0.677411,0,1.973223,0,0,0,0,0,0,0,0,0,0.863112,0.126187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.61572,0.675553,0.590124,0.536449,1.06858,0,0,0,0,0,0,2.616277,1.660804,0.003218,0.854333,1.407268,0.87118,0,0.803842,0,1.948871,0.089169,0,0,0.043994,2.346399,0.039928,0,0.009098,0,0.997431,1.40452,2.128171,0.479181,0,0,0,2.632312,0,0,2.643122,0,0,0.0929,0,0,0,0,0,0,0,6.520039,0,0,0,4.450619,0,0,0,good,cluster2
0.632486,1.282828,0.280151,0.509339,0,0.486079,0,0,0.313412,0,0,0,0,0.004218,0.45796,1.336151,1.03895,0,0,0,2.00194,0.089458,0,0,0.041771,0,0.03791,0,0.007948,0,0,0,0,0.454965,1.783462,0,0,0,0,0,0,0,0.956237,0.17641,0,0,2.687753,0,0,2.484062,0,0,0,0,0,0,0,0,0,poor,cluster2
0.723785,0,0.744388,0.582862,0,0,0,0,0,0,0,2.842634,0,0.004135,1.048133,1.529023,0.750126,0,0.944924,0,2.290918,0.102372,0,0,0.0478,2.549407,0.043382,0,0.011751,0,0.858834,1.209356,2.501688,0.604443,0,0,0,2.860056,0,0,2.871802,0,0,0.100937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.570783,0.917441,0.400711,0.728528,0,0.776972,0.943363,1.369286,0.448286,0,0,0,0,0.003916,0.413284,0,0.591556,0,0.470154,0,1.80664,0.134092,0,0,0.059746,0,0.044218,0,0.008672,0,0,0,0,0.20529,0,0,0,0,0,0,0,0,0,0.2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.463565,0.508613,0.280319,0.509644,0,0.584173,0,0,0.405322,0,0,0,0,0.002741,0.229117,0,0.761473,0,0.260645,0,1.00157,0.080224,0,0,0.058668,0,0.04229,0,0.007275,0,0.375475,0.52872,0,0.264257,0,0,0,0,0,0,0,0.629335,0,0.114071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0,1.011801,0.658423,0.548446,0,0.208351,0,0,0,0,0,0,0,0.002679,0.493122,0,0.445332,2.034095,0.560979,0,1.992456,0.078551,0,0,0.065891,2.398875,0.029901,0,0.010214,0,0,0,2.175766,0.244949,0,0,0,0,0,0,0,0,0,0.059924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster2
0.876484,0,0,0.59104,0.803647,0.630341,0,0,0.363685,0,0,0,1.829813,0.003607,0.335288,0,0.479917,0,0,0,0,0.051904,0,0,0.079053,0,0.049751,1.811318,0.009274,0,0,0,0,0.467559,0,0,0,0,0,0,0,0,0,0.129156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.812382,0.571374,0,0,0,0,0,0,0,0,0,0.002969,0.513738,0,0,2.119132,0.584431,0,2.245768,0.079529,0,0,0.074269,2.499162,0.033702,0,0.012172,0,0,0,2.452383,0.255189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.980663,1.075961,0.469948,0,0,0.649167,0,0,0.331707,0,0.866318,0,0,0.004173,0,0,0,0,0.55139,0,0,0.142021,0,0,0.132627,0,0.051858,0,0.013793,0,0.794309,0,0,0,0,0,0,2.645179,0,0,0,0,0,0.216761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0,0,0,0,0,0,0,0,0.259662,0,0,0,0,0,0,0,0,0,0,0,0,0.037058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.340752,0,0.541083,0.637152,0,0.261875,0,0,0,0,0.698947,0,0,0.002654,0.391051,0,0,0,0.725539,0,0,0.067651,1.349249,0,0.087921,0,0.026398,0,0.007205,1.511327,0,0,0,0.344059,0,0,0,0,0,0,0,0,0.816529,0.133406,0,0,0,0,0,0,0,5.286096,0,0,0,3.608322,0,0,0,good,cluster2
0,0,0.742658,0,0,0,1.74838,2.537764,0,0,0,0,0,0.004427,0,0,0,0,0.871359,0,0,0.149623,0,0,0,0,0.073612,0,0.01145,0,0,0,0,0.380475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0.718496,0.89168,0,0,0,0,0,0,0.90411,0,0,0.002923,0.505837,0,0,0,0.912056,0,0,0,0,0,0.129525,0,0.033184,0,0.009773,1.95495,0,0,0,0.398245,0,0,0,0,0,0,0,0,1.056205,0.097426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0.690668,0,0,0.516101,0,0,0,0,0,0,0,0.00402,0.770682,0,0.695992,0,0.876732,0,0,0.110273,0,0,0.070294,2.365425,0.052024,0,0.009395,0,0.796855,0,2.321149,0,0,0,0,0,0,0,0,1.335612,0,0.187306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0,0,0.866668,0.889589,1.20959,0.784693,1.151919,1.672003,0.345365,0,0.90199,0,0,0.003526,0,0,0,0,1.148188,0,0,0.049289,0,0,0.106877,0,0.053994,0,0.01253,0,0,0,0,0.250675,0,0,0,0,0,0,0,0,1.053729,0.154055,0,0,0,0,0,0,0,0,0,0,0,0,0,3.950313,0,fair,cluster3
0.940768,0,0.261699,0.475791,0,0.286482,0,0,0.428899,0,0.764624,0,0,0.003418,0.626711,1.248146,0,2.585138,0,0,1.728509,0.079087,1.476031,0,0.078039,0,0.038647,0,0.007465,0,0.701068,0,0,0.424999,0,0,0,2.334671,0,0,0,0,0,0.134381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster2
0.434292,0.698053,0,0.812057,0,0.488953,0,0,0.499684,0,0.562043,0,0,0.00354,0,0,0.450097,0,0,0,2.013779,0.097358,0,0,0.066597,0,0.049554,0,0.00235,0,0,0,0,0.518883,0,0,0,0,0,0,0,0,0.656593,0.156559,0,0,1.845526,0,0,3.411327,0,0,0,0,0,0,0,0,0,poor,cluster0
1.208401,0,0,0.5494,0,0.330803,0,0,0.535817,0,0.882918,0,0,0.004681,0.78294,1.441244,0,3.229573,0,0,2.159399,0.07647,0,0,0.071412,0,0.040892,0,0.008573,0,0.809529,0,0,0.569743,0,0,0,2.695863,0,0,0,0,0,0.095142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,0,0.294156,0,0,0,0,0,0,0,0.542257,0,0,0.002707,0,0,0,0,0,0,0,0.068803,0,0,0.083016,1.475868,0.035252,0,0.005265,0,0,0,1.448242,0.349916,0,0,0,0,0,0,0,0,0.633479,0.092614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.852507,0.840174,0.366964,0.667172,1.328974,0.803431,0,0,0.410531,0,0.676473,0,0,0.004138,0,0,1.083471,0,0.430558,0,0,0.095556,0,0,0.089236,0,0.046996,0,0.010468,0,0,0,0,0.376002,0,0,0,0,0,0,0,0,0.790273,0.188434,0,3.042585,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.496386,0,0.602774,0.735552,1.000143,0.535479,0,0,0.308953,0,0,0,0,0.003207,0,0,0.407693,0,0.513566,0,0,0.083458,0,0,0.077938,2.196126,0.042264,0,0.008878,1.744733,0,0,1.991874,0.365729,1.109229,0,0,0,0,0,0,0.782365,0,0.141809,0,0,0,0,0,0,0,0,0,3.86565,0,0,0,0,0,good,cluster0
0.66362,0.563539,0.246137,0,1.077754,0.439449,1.497887,0.841085,0.27536,0,0.719157,0,0,0.003292,0,0,0.726728,0,0.288793,0,0,0.099178,0,0,0.069464,0,0.043815,0,0.007756,0,0.416023,0.585817,0,0.325963,0,1.898264,0,0,0,0,0,0,0.840138,0.137264,0,0,1.489895,0,0,2.182467,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0,0.693965,1.261689,1.715541,0,0,0,0,0,0,0,0,0.004605,0,0,0,0,0,0,0,0.110799,0,0,0.103471,3.481826,0.068786,0,0.012422,2.76617,0,0,3.416653,0.355529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0.589869,0,0,0,0,0,0.659901,0,0,3.299944,0,0.003516,0.964253,0,0,2.509507,0,0,0,0.05942,3.326972,0,0,0,0.050362,0,0.004547,0,0,0,0,0.302199,2.369235,0,0,0,0,0,3.333804,0,0,0.185719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.685227,0.751815,0.328371,1.057445,0.811762,0.586267,0,0,0.367357,0,0,0,1.848288,0.003022,0,0,0,0,0.385277,0,0,0.099235,0,0,0.061781,0,0.028035,0,0.009075,1.308899,0.555014,0.781536,0,0.266637,1.318917,0,0,0,0,0,0,0,0,0.168617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0,0,0,0.825401,1.122313,0.496988,0,0,0,0,0,0,0,0.002852,0,0,0,0,0,0,0,0.080696,0,0,0.087459,2.464388,0.037139,0,0.007573,0,0.523793,0,2.235187,0,0,0,0,0,0,0,0,0,0,0.123121,3.622948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster1
0.765806,0,0,0,0.907221,0.80348,1.369354,1.987609,0.518064,0,1.072249,0,0,0.00313,0,0,0,0,0,0,0,0.085838,3.280667,0,0.089241,0,0.049661,0,0.006569,0,0,0,0,0,0,0,0,0,0,0,0,1.647818,1.252629,0,0,3.04277,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0,0.970614,1.319761,0.584423,0,0,0,0,0,0,0,0.003543,0,0,0,0,0,0,0,0.085237,0,0,0.100444,2.678559,0.036121,0,0.008231,0,0,0,2.628422,0,0,0,0,0,0,0,0,0,0,0.106051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0.972117,0.752057,0.771946,0,0,0,0,0.475002,2.006706,0.782708,0,0,0.003771,0.875828,2.555329,0,0,0.789587,0,2.804414,0.042771,0,0,0.103249,0,0.046853,0,0.010376,0,0,0,0,0.61067,0,0,0,0,0,0,0,0,0.91438,0.133682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.443705,0.862283,0.402465,0.56633,0.77005,0.340997,1.001158,1.151614,0.498563,1.004932,0,0,0,0.002503,0,0,0.497518,0.904604,0.249479,1.60775,0,0.071153,0,0,0.051706,0,0.037102,0,0.007084,0,0,0,0,0.305816,0,0,0,0,0,0,0,0,0,0.098074,0,1.76297,0,0,0,1.189533,0,0,0,0,0,0,0,0,0,fair,cluster3
0,0,0.604049,0,1.235058,0.871613,0,0,0.38152,0,0,0,0,0.003502,0,0,0.797953,0,0.400131,0,0,0.114121,1.923481,0,0.08293,0,0.046148,0,0.005258,0,0,0,0,0,2.17103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster1
0,1.192663,0,0,1.287761,0.835404,0,0,0,0,0,0,2.932084,0.003754,0,0,0.769017,0,0,0,0,0,0,0,0.098008,0,0.044475,0,0.010381,0,0.880463,1.239812,0,0.266875,0,0,0,0,0,4.815225,0,0,0,0.206958,0,0,3.153187,0,0,2.914223,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.618039,0,1.527845,1.103434,0,0,0.436234,0,0,0,0,0.004454,0,0,0.912389,0,0,0,0,0.124516,0,0,0.09215,0,0.052767,0,0,0,0,0,0,0,2.482381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0.785277,0,0.15936,0,0.914726,0.552997,0,0,0.500494,0,0.465613,0,0,0.003083,0.260504,0,0.372874,0,0,0,0,0.08802,0,0,0.085181,0,0.043129,0,0.008119,0,0.426911,0,0,0.205094,0,0,0,1.421682,0,0,0,0,0.543941,0.079524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster0
0.65689,0.873274,0.381421,0,0.643633,0.597367,1.225891,0.889687,0.475043,0,0.760713,0,0,0.003213,0.268529,0,0.993558,0,0,0,0,0.097053,0,0,0.093252,0,0.04543,0,0.008204,0,0.440062,0,1.281852,0.422825,0,0,0,0,0,2.406687,0,1.169054,0.888685,0.133693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.756461,0,0,0.659071,0,0,0,0,0,0,1.059165,0,0,0.004087,1.121644,1.728943,0.848205,0,0,0,2.394347,0.073034,0,0,0.136408,0,0.046425,0,0.007224,0,0,0,0,0.521377,0,0,0,0,0,0,0,0,1.237344,0.167204,0,3.00564,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster2
0,0.713598,0,0.357522,1.128757,0.341195,1.467522,1.688064,0.439989,0,0,0,1.754333,0.002961,0,0,0.46012,0,0,0,0,0.08116,0,0,0.058641,0,0.044199,0,0.006745,0,0.526801,0,0,0.253083,0,0,0,0,0,0,0,0,0,0.123828,3.643751,0,0,0,0,0,0,0,0,0,0,0,3.169476,0,0,poor,cluster0
0.567091,0,0,0.723815,0,0,0,0,0,0,1.163213,0,0,0.005135,1.301603,1.898788,0.931529,0,0,0,2.844933,0.063564,0,0,0.17808,0,0.042694,0,0.00771,0,0,0,0,0.512375,0,0,0,0,0,0,0,0,1.358896,0.19867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,1.306579,0.360056,0,0,1.018873,0,0,0.402804,0,0,3.192571,0,0.004113,0.932878,0,0,0,0,0,0,0.114974,0,0,0.085088,0,0.048723,0,0.010215,0,0,0,0,0,0,0,0,0,0,0,3.225329,0,0,0.226726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.493405,0.793067,0,0,1.254461,0.758384,0.815476,0,0.488988,0,0,0,1.949703,0.003474,0,0,0,0,0,0,0,0.10468,0,0,0.097757,0,0.046873,0,0.009573,0,0.927945,0,1.705403,0.281268,0,0,0,0,0,0,0,0.981306,0,0.193171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.847633,0.773944,0.503639,0,0.570423,0.478113,1.261332,1.830816,0.325737,0,0.850727,0,1.298788,0.003062,0.47597,1.100517,0.539904,0,0.628623,0,0,0.103656,1.301449,0,0.084806,0,0.032722,0,0.007271,0,0.618147,0.870436,0,0.274485,2.151963,0,0,0,0,0,0,0,0.787601,0.145299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0,1.192978,0,0.646653,0.879265,0,1.327158,1.215399,0,0,0,0,0,0.00236,0,0,0,0,0,0,0,0.035829,0,0,0.100378,0,0.04813,1.981751,0.008692,1.417743,1.395868,1.341713,0,0,0,0,0,0,0,4.816495,0,0,0,0.111984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
1.036649,0.940719,0.670115,0,0,0.449789,1.533134,2.225335,0.290013,0,0.757427,0,0,0.004016,0.42377,1.236398,0,0,0.764084,0,0,0.131203,0,0,0.099915,0,0.0278,0,0.008188,0,0.69447,0.977909,0,0.210499,2.615686,0,0,0,0,0,0,0,0.884847,0.163239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0.369785,0,0,0.471981,0,0,0,0,0,0,0,0,0,0.003348,0.84874,0,0,0,0,0,1.855104,0.065694,0,0,0.108664,0,0.040784,0,0.006344,0,0,0,0,0.334106,0,0,0,2.315971,0,0,0,0,0,0.081735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.507824,0.816243,0.713023,0.94955,1.291121,0.780546,0,0,0.398838,1.684941,0,0,0,0.003484,0,0,0.834174,1.516724,0.418294,0,0,0.107739,0,0,0,0,0.045657,0,0.00913,1.421067,0.602577,0.848512,0,0.182646,0,0,0,0,0,0,0,0,0,0.112247,0,2.955922,0,3.841614,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.552802,0,0.365419,0.18532,0.399383,0.313256,0,0,0.342098,0,0.595638,0,0,0.002207,0.264096,0.48615,0.553782,0,0.440132,0,0.728393,0.061962,1.444236,0,0.057864,0,0.032417,0,0.006388,0,0.273064,0.384512,0.795406,0.274949,0,0,0,0,0,1.493381,0,0,0.695841,0.122188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
1.03381,1.134273,0,0.900712,1.224715,0.542334,0,0,0.349684,0,0,0,2.788535,0.004031,0.510961,0,0.731367,0,0.581272,0,0,0.099812,0,0,0.046605,0,0.063446,0,0.009872,0,0.837357,1.179114,0,0.25381,0,0,0,0,0,0,0,1.403499,0,0,0,4.107626,0,0,0,0,0,0,0,0,0,0,0,0,5.256369,poor,cluster0
0.6868,0,0.304209,0,0,0.52782,0,0,0.340326,0,0.888828,0,0,0.002874,0,0,0,0,0,0,0,0.04857,2.71947,0,0.090716,0,0.047792,0,0.00863,0,0,0,0,0.247017,0,0,0,0,0,0,0,0,1.038352,0.151807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0.567816,0,0.58398,0,0,0,0.938459,0,0.281366,0,0,0,0,0.003244,0.651634,0,0,2.687943,0.46771,0,0,0.080311,0,0,0.075,0,0.034034,0,0.007944,0,0,0,0,0.204223,0,0,0,2.243741,0,0,0,0,0,0.079186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
